image_filename,lat,lng
location-63553d0e-6fb6-4f1b-978c-d1528c4f2b73.jpg,37.59683224919558,127.13694244337363
location-cadfcbff-c6e3-4066-b3ad-023eec97aea4.jpg,62.19186739599391,-6.820436123112497
location-859638cc-e056-41fe-8412-381464ccfc1f.jpg,57.151866671143914,36.280538060055
location-0c328321-8c56-4202-add5-a0ec145f8dea.jpg,-16.735962932540573,-71.95282680717756
location-d6b41b7e-a15f-455c-8265-652ae4cc87bb.jpg,9.223538238192344,99.17151363695595
location-eccae4c3-fbe5-4766-8fe1-27d2380f408c.jpg,-43.61468130273369,172.37429645372347
location-5464487f-a637-4ff6-a2a7-b5f71544a1c0.jpg,53.59053836217376,11.769347457339311
location-82e1d469-7fe9-485f-95d0-98dc7ce4dff1.jpg,37.91873147219892,-1.4426787110567074
location-efb34a3a-c5dc-4739-9b6a-41a2665b0d2a.jpg,56.103204793148045,37.0144387244663
location-51c46a27-ebd1-48a2-8745-d500a99d8fe2.jpg,-17.34125349489466,-65.8621315673802
location-92d01646-145e-4371-a031-a1ad842a631c.jpg,-36.535520360601964,-56.69985815544646
location-55bdb821-fa04-4ed6-b536-970ad4ef2476.jpg,23.821726688702164,71.6169434186149
location-c3b845c6-c9c9-4fff-b4af-9336722427f1.jpg,41.618837818064875,24.927580021087888
location-151465f5-35a7-42da-abce-3d3ff0b05e39.jpg,38.48311201816616,24.113581530932937
location-0152388d-c3b6-4c74-bd81-ad7165f14092.jpg,-19.929096631939423,-55.116744772840306
location-f20411df-f7b4-4fd8-ae99-a5fe859087e0.jpg,15.028335319478394,-91.14508914097132
location-fd3970b0-ed5b-4cfc-a4c1-8f6568f0d4ad.jpg,-26.182139653505782,-58.16522070819844
location-247b3851-40ff-484f-bc04-3d630474e630.jpg,45.41854268958302,14.30282789921833
location-fd7f43d3-7ef9-493f-96c8-0e487b099b4a.jpg,60.48779906968082,8.512712358971891
location-b3ca1bab-89b5-437a-bb4e-a60868351d94.jpg,3.526148864702465,103.44154612690818
location-7d921fba-e83d-4a81-ac96-2572324e062f.jpg,48.35659834237609,17.79648138027741
location-b50cc3a0-5413-45d9-a043-9158506dc2b1.jpg,46.31912438446466,11.273644744447665
location-bd74bda8-d568-41c2-a0b9-5519e2d257d7.jpg,31.325595930700402,-116.24720202715234
location-a2169756-7b5e-4efe-94a8-d8c025a1139b.jpg,56.6824707546499,27.93514704877484
location-1f1599dd-0e3e-4bd0-87f4-5785f418e287.jpg,-25.850607280301812,25.681643837516727
location-7feb4eb1-4582-41bd-9c1b-6cbfb59cdb84.jpg,24.343195611284028,120.61944909511416
location-05cacf19-1eaa-4def-9e4e-050ad8b1d01f.jpg,-3.602015318003028,103.25855367959161
location-ed7102a8-d460-4d7b-bf85-33257c1d36c3.jpg,-14.960640154922443,-39.80980835747091
location-57f9ce9b-c186-4510-adba-d56dde40bd72.jpg,-5.5267466881963765,120.36181614409226
location-29f5435b-599c-43f2-b6f3-5aa1a2670ec0.jpg,36.31335100470127,-81.36223154462976
location-b3bb0864-2e12-4675-8efd-9058756cdec1.jpg,-8.19429220770459,112.97661110647599
location-58b2cde2-959c-4755-ad84-dea6fb64fd66.jpg,20.569005114910045,-100.26439691255015
location-ad7e91ab-672f-4705-ba67-3c5e0336148d.jpg,43.322945637733355,23.189796777801615
location-9e8a4940-907c-496e-8747-6f1a783dc032.jpg,-2.240693322467151,-79.92506053205832
location-7463846d-6500-4163-b76b-e0c1a685bdb1.jpg,39.50071066034316,33.2824334223588
location-a9b61084-1f3b-46ec-a688-740edff48e37.jpg,59.05772311783626,24.9518653079153
location-a2999533-7753-4e97-a89c-115b182d3805.jpg,48.565910275749374,15.714396356129674
location-24d3f2dd-2b64-4a13-abd1-f679d67b22c4.jpg,36.978426271771724,-76.64214615620466
location-2a67f38a-c53a-4cfc-9ebb-005e83ddad07.jpg,14.604330127025033,-90.66322255472178
location-a296db65-b0ec-4206-8a7e-21f78076c3e1.jpg,15.812121268288294,121.14197496670165
location-14cc28e1-6df6-458b-952e-bd531d8597aa.jpg,46.706021519442025,16.045905199153175
location-0e7d882b-f10c-4d6e-a526-46b4c64cc57b.jpg,-8.332331327508152,118.3896453897459
location-98e7904e-cec2-4b35-97c0-a3b668454564.jpg,25.319583216621684,55.49802977596072
location-7512c5e4-95c9-4ff4-b35e-044cde9f1c00.jpg,30.21514022178407,77.3945672035454
location-c46243fd-2825-4abb-91a6-621ff4461145.jpg,14.472609265652352,121.1892243241771
location-23dd614f-b03a-474a-8f6e-65aaefd11aa7.jpg,41.14986552178459,-8.264277166559452
location-16e6719c-0b95-4382-a7af-86f87dabc610.jpg,37.98806739251724,126.9223249487251
location-ae9bee62-0b9f-45c8-a79c-ff58f6714e05.jpg,-34.44860381509755,-55.82577186913238
location-adda5672-d5e8-46fc-babe-6f6670606e03.jpg,40.30351714867485,26.748066108879698
location-111dd687-8786-41aa-b412-0d48c655410c.jpg,14.464417234832776,-91.13237909352908
location-001cbb3f-01a1-4c5b-9a28-afeab6aa4f52.jpg,36.91622272807902,126.91028670388161
location-2b4a1d14-4cfd-4bfb-accc-7ec66c8d5e03.jpg,56.97005256066467,8.79744546459974
location-d7f02df3-a40f-4a5f-add8-a0620a3661b0.jpg,51.48715273897689,5.449275200439837
location-a9798536-5489-4eb1-8d81-4da4ced9921d.jpg,52.81795109261991,0.6886898089017086
location-9a8fe1f8-e34b-4751-b883-45c5e3431388.jpg,32.13781400304576,34.89595742820564
location-be0dcac8-cd3c-432c-9289-e95cb380c559.jpg,36.56297258069082,35.38462065039727
location-4bae79d3-ba15-4db3-a0be-ad0144ee920c.jpg,17.096076364251747,121.68702112088107
location-ff35dc96-c130-4f0b-a5a5-1b3ad7fd2fa1.jpg,39.925470040203635,40.6967505991849
location-91099f32-25fc-4f13-be2e-a1f75d0df0c8.jpg,42.54529705641535,21.90227041777808
